sector,city,founded_year,startup_age_years,funding_stage,total_funding_sar,num_funding_rounds,num_investors,num_founders,speed_to_first_round_months,last_round_type,sama_sandbox,rega_sandbox,ntdp_participation,survival_score
Agritech,Medina,2020,4,Series A,10476,2,7,1,11,Series A,0,0,1,41.6
Logistics Tech,Riyadh,2012,12,Series A,10382,2,9,2,16,Series A,0,0,0,48.7
Traveltech,Jeddah,2011,13,Seed,1521,2,3,4,24,Seed,0,0,0,61.6
Real Estate Tech,Jeddah,2012,12,Pre-Seed,494,2,1,1,34,Pre-Seed,0,1,1,40.9
Healthtech,Jeddah,2017,7,Series C,125081,6,26,2,1,Series C,0,0,0,54.9
Real Estate Tech,Medina,2013,11,Series A,8839,2,9,2,13,Series A,0,1,0,45.6
Logistics Tech,Riyadh,2017,7,Series A,5748,4,10,3,15,Series A,0,0,1,51.9
Fintech,NEOM,2013,11,Seed,516,2,2,1,16,Seed,0,0,1,54.1
Healthtech,Jeddah,2016,8,Series A,13893,4,9,3,43,Series A,0,0,1,43.9
Real Estate Tech,Riyadh,2022,2,Series A,9581,3,9,1,15,Series A,0,1,0,59.7
Real Estate Tech,Khobar,2015,9,Pre-Seed,105,1,1,3,37,Pre-Seed,0,0,0,43.7
Healthtech,Riyadh,2019,5,Series C,148111,6,29,3,11,Series C,0,0,1,50.8
Agritech,Dammam,2010,14,Seed,2563,3,3,2,4,Seed,0,0,1,47.1
Healthtech,Riyadh,2022,2,Pre-Seed,409,1,1,3,24,Pre-Seed,0,0,0,46.1
Agritech,NEOM,2020,4,Pre-Seed,227,1,3,3,16,Pre-Seed,0,0,1,38.0
Real Estate Tech,Jeddah,2017,7,Series A,8881,4,7,3,4,Series A,0,1,0,49.5
E-commerce,Riyadh,2015,9,Series A,12762,3,4,2,26,Series A,0,0,0,63.4
E-commerce,Jeddah,2011,13,Series A,3386,2,4,2,30,Series A,0,0,0,36.8
Fintech,Riyadh,2014,10,Series C,136778,4,16,1,22,Series C,1,0,1,65.5
Healthtech,Riyadh,2021,3,Seed,2786,1,4,3,21,Seed,0,0,0,30.5
Edtech,Riyadh,2011,13,Series A,5974,2,9,2,20,Series A,0,0,1,57.5
Healthtech,Riyadh,2019,5,Series A,9615,2,10,3,24,Series A,0,0,0,48.5
Edtech,Riyadh,2016,8,Growth,230999,7,30,2,27,Growth,0,0,0,47.8
Healthtech,Jeddah,2020,4,Seed,1767,3,2,1,6,Seed,0,0,0,52.8
Fintech,Riyadh,2019,5,Series C,99367,6,19,3,13,Series C,1,0,1,74.3
Fintech,Jeddah,2015,9,Pre-Seed,342,2,2,1,18,Pre-Seed,1,0,0,27.7
Healthtech,Riyadh,2016,8,Series A,9221,3,10,2,16,Series A,0,0,0,48.3
Real Estate Tech,Jeddah,2015,9,Series A,14187,4,7,4,21,Series A,0,1,0,43.4
Fintech,Jeddah,2019,5,Series B,29231,5,10,1,20,Series B,1,0,1,48.1
E-commerce,Riyadh,2010,14,Pre-Seed,331,1,1,2,19,Pre-Seed,0,0,0,57.8
Healthtech,NEOM,2012,12,Pre-Seed,244,1,1,4,11,Pre-Seed,0,0,0,34.5
Real Estate Tech,Jeddah,2019,5,Pre-Seed,348,2,2,1,11,Pre-Seed,0,1,1,46.0
Edtech,Jeddah,2011,13,Series A,13725,2,10,2,34,Series A,0,0,0,59.4
Healthtech,Riyadh,2010,14,Series A,3837,4,4,3,14,Series A,0,0,1,50.8
Real Estate Tech,Riyadh,2010,14,Series C,78245,4,21,4,51,Series C,0,0,0,65.1
Logistics Tech,NEOM,2013,11,Seed,1846,3,4,3,1,Seed,0,0,1,60.2
Healthtech,Dammam,2020,4,Pre-Seed,345,2,3,3,12,Pre-Seed,0,0,1,54.9
Healthtech,Riyadh,2010,14,Pre-Seed,174,1,1,1,23,Pre-Seed,0,0,1,43.0
Healthtech,Riyadh,2011,13,Pre-Seed,250,1,3,1,22,Pre-Seed,0,0,0,44.1
Fintech,Jeddah,2010,14,Series B,26399,3,9,3,8,Series B,1,0,0,48.4
Edtech,Jeddah,2022,2,Series B,48982,4,17,3,43,Series B,0,0,0,53.0
Real Estate Tech,NEOM,2021,3,Growth,275986,8,36,2,11,Growth,0,1,1,57.8
HR Tech,Riyadh,2021,3,Seed,869,3,5,3,9,Seed,0,0,0,38.3
Logistics Tech,Riyadh,2015,9,Pre-Seed,150,2,2,3,17,Pre-Seed,0,0,0,49.1
Healthtech,Riyadh,2020,4,Pre-Seed,271,2,1,2,6,Pre-Seed,0,0,1,49.7
Real Estate Tech,Riyadh,2013,11,Series A,14334,4,10,4,9,Series A,0,1,0,62.0
Real Estate Tech,Riyadh,2017,7,Growth,453824,8,39,3,11,Growth,0,1,1,57.5
Real Estate Tech,NEOM,2020,4,Pre-Seed,421,1,1,2,3,Pre-Seed,0,1,0,56.3
E-commerce,Jeddah,2014,10,Pre-Seed,195,2,1,2,20,Pre-Seed,0,0,0,23.8
Real Estate Tech,Dammam,2019,5,Series A,9714,3,5,3,6,Series A,0,1,0,62.8
E-commerce,Riyadh,2014,10,Series A,8240,3,4,2,20,Series A,0,0,1,64.5
Fintech,Riyadh,2020,4,Seed,1183,3,6,3,7,Seed,0,0,0,49.3
HR Tech,Riyadh,2020,4,Series B,18328,3,8,3,28,Series B,0,0,1,57.3
Fintech,Riyadh,2017,7,Pre-Seed,255,2,3,2,25,Pre-Seed,1,0,0,52.0
Traveltech,Dammam,2020,4,Series C,114041,6,23,4,24,Series C,0,0,0,73.6
Traveltech,Riyadh,2019,5,Pre-Seed,300,2,3,3,17,Pre-Seed,0,0,1,63.6
E-commerce,Riyadh,2015,9,Pre-Seed,149,2,3,2,31,Pre-Seed,0,0,1,59.6
Edtech,Riyadh,2015,9,Seed,2382,2,3,2,21,Seed,0,0,0,25.8
E-commerce,Riyadh,2012,12,Pre-Seed,424,2,1,2,13,Pre-Seed,0,0,1,57.5
Healthtech,Dammam,2022,2,Seed,2318,1,6,2,6,Seed,0,0,0,47.2
Real Estate Tech,Riyadh,2015,9,Series A,11695,4,5,3,22,Series A,0,0,0,57.9
Real Estate Tech,Jeddah,2019,5,Seed,2190,1,3,3,8,Seed,0,1,0,41.9
Healthtech,Jeddah,2022,2,Series A,11181,2,9,3,23,Series A,0,0,0,43.6
E-commerce,Riyadh,2016,8,Seed,2399,2,4,3,17,Seed,0,0,0,59.9
Healthtech,Riyadh,2011,13,Pre-Seed,279,1,2,2,18,Pre-Seed,0,0,0,47.2
Real Estate Tech,Dammam,2012,12,Growth,400875,7,43,2,26,Growth,0,1,0,59.0
Real Estate Tech,Jeddah,2015,9,Series B,24158,3,8,3,28,Series B,0,0,1,44.3
Fintech,Riyadh,2019,5,Pre-Seed,487,1,1,2,14,Pre-Seed,0,0,0,54.4
Fintech,Riyadh,2018,6,Seed,757,3,4,2,19,Seed,0,0,0,40.1
Real Estate Tech,Riyadh,2022,2,Series A,4158,4,4,3,29,Series A,0,0,1,55.0
Fintech,Riyadh,2018,6,Pre-Seed,384,2,3,1,33,Pre-Seed,0,0,1,51.4
Fintech,Riyadh,2017,7,Series A,12964,4,9,4,24,Series A,1,0,0,47.4
Logistics Tech,Riyadh,2017,7,Seed,887,2,4,2,39,Seed,0,0,0,32.9
Fintech,Riyadh,2018,6,Pre-Seed,483,2,3,2,6,Pre-Seed,1,0,1,60.8
Edtech,Riyadh,2020,4,Pre-Seed,208,2,1,3,10,Pre-Seed,0,0,0,40.4
Real Estate Tech,Riyadh,2020,4,Series A,7522,4,8,1,1,Series A,0,1,0,65.7
Agritech,NEOM,2018,6,Seed,1349,3,2,3,9,Seed,0,0,0,59.1
E-commerce,Jeddah,2019,5,Pre-Seed,334,1,1,2,6,Pre-Seed,0,0,0,26.0
Real Estate Tech,Khobar,2020,4,Series A,14835,4,8,2,27,Series A,0,0,0,56.7
E-commerce,Riyadh,2022,2,Series A,6114,4,8,3,19,Series A,0,0,0,68.2
E-commerce,Jeddah,2018,6,Seed,2284,2,2,2,37,Seed,0,0,0,50.5
Healthtech,Riyadh,2014,10,Series B,20988,3,9,3,22,Series B,0,0,0,56.3
Fintech,Jeddah,2015,9,Series A,8293,2,5,4,1,Series A,0,0,0,32.6
Cybersecurity,Riyadh,2014,10,Seed,789,1,3,1,4,Seed,0,0,1,38.0
E-commerce,Riyadh,2022,2,Seed,2440,2,2,3,15,Seed,0,0,0,57.0
Real Estate Tech,Khobar,2010,14,Series A,13819,3,10,3,14,Series A,0,1,0,61.1
Edtech,Jeddah,2013,11,Pre-Seed,439,1,2,3,20,Pre-Seed,0,0,1,35.5
Real Estate Tech,Khobar,2020,4,Seed,823,2,4,2,3,Seed,0,1,0,45.2
Agritech,Riyadh,2022,2,Series A,13566,3,4,3,14,Series A,0,0,0,60.2
E-commerce,Riyadh,2010,14,Seed,667,3,2,2,29,Seed,0,0,1,55.6
Edtech,Riyadh,2021,3,Series A,14633,4,7,1,19,Series A,0,0,1,57.0
Fintech,Jeddah,2010,14,Seed,585,3,6,1,18,Seed,0,0,1,39.7
Agritech,Jeddah,2012,12,Pre-Seed,214,2,3,2,27,Pre-Seed,0,0,1,30.2
Edtech,Khobar,2016,8,Seed,2421,1,3,3,11,Seed,0,0,1,65.3
Real Estate Tech,Riyadh,2010,14,Seed,1365,1,2,2,4,Seed,0,0,1,33.0
Fintech,Jeddah,2016,8,Series B,19554,5,8,3,6,Series B,0,0,0,44.1
Real Estate Tech,Riyadh,2019,5,Series A,11056,4,5,2,27,Series A,0,1,0,56.6
HR Tech,Riyadh,2019,5,Seed,872,1,6,1,13,Seed,0,0,1,37.3
Real Estate Tech,Jeddah,2022,2,Growth,346414,7,47,4,10,Growth,0,0,1,50.9
E-commerce,Jeddah,2010,14,Pre-Seed,317,1,1,2,14,Pre-Seed,0,0,0,24.9
Fintech,Riyadh,2018,6,Pre-Seed,358,1,2,3,11,Pre-Seed,1,0,0,53.7
E-commerce,Riyadh,2014,10,Seed,2498,2,5,2,15,Seed,0,0,1,56.9
Healthtech,Riyadh,2022,2,Pre-Seed,235,1,1,2,20,Pre-Seed,0,0,0,45.5
HR Tech,Riyadh,2015,9,Series A,5864,2,8,2,7,Series A,0,0,0,54.8
E-commerce,Riyadh,2021,3,Pre-Seed,469,2,1,3,1,Pre-Seed,0,0,0,59.7
Logistics Tech,Riyadh,2018,6,Pre-Seed,195,1,3,1,11,Pre-Seed,0,0,1,49.2
Healthtech,Riyadh,2020,4,Seed,1999,1,2,3,14,Seed,0,0,0,29.7
Fintech,Medina,2012,12,Series A,7321,3,8,2,28,Series A,1,0,1,31.8
Real Estate Tech,Mecca,2012,12,Series B,39439,5,13,2,21,Series B,0,0,0,51.6
Healthtech,Riyadh,2014,10,Series B,29158,5,17,3,10,Series B,0,0,0,63.5
HR Tech,Abha,2022,2,Pre-Seed,383,1,1,1,21,Pre-Seed,0,0,1,44.9
Agritech,Jeddah,2022,2,Series A,7444,3,9,4,34,Series A,0,0,1,45.1
Real Estate Tech,Riyadh,2016,8,Pre-Seed,440,1,3,3,30,Pre-Seed,0,1,1,61.0
Real Estate Tech,Riyadh,2012,12,Seed,2404,1,2,2,13,Seed,0,0,1,34.7
Real Estate Tech,Khobar,2013,11,Series B,36179,5,11,2,19,Series B,0,1,1,43.0
Traveltech,Jeddah,2011,13,Seed,2525,2,3,1,26,Seed,0,0,0,63.6
Agritech,Dammam,2018,6,Pre-Seed,473,1,1,2,33,Pre-Seed,0,0,0,36.3
Logistics Tech,NEOM,2019,5,Seed,913,2,3,2,17,Seed,0,0,1,55.3
E-commerce,Riyadh,2018,6,Pre-Seed,393,2,2,4,19,Pre-Seed,0,0,1,62.4
E-commerce,Riyadh,2022,2,Seed,1942,3,5,2,15,Seed,0,0,1,58.0
E-commerce,Riyadh,2020,4,Seed,782,2,2,2,9,Seed,0,0,0,55.8
Real Estate Tech,Riyadh,2011,13,Seed,1767,3,6,3,14,Seed,0,1,0,40.0
E-commerce,Riyadh,2014,10,Series C,114027,5,24,2,24,Series C,0,0,1,53.9
Fintech,Riyadh,2010,14,Series A,7295,3,5,2,38,Series A,0,0,0,47.6
Fintech,Riyadh,2017,7,Series B,17838,3,13,2,7,Series B,0,0,0,56.2
Agritech,Riyadh,2015,9,Series A,12647,2,4,1,29,Series A,0,0,0,57.9
Logistics Tech,Riyadh,2019,5,Series A,7323,3,9,2,35,Series A,0,0,1,52.1
E-commerce,Riyadh,2019,5,Seed,1507,1,3,2,16,Seed,0,0,0,54.1
E-commerce,Riyadh,2011,13,Pre-Seed,295,1,2,3,19,Pre-Seed,0,0,0,59.8
Real Estate Tech,Riyadh,2011,13,Series A,7829,4,6,1,18,Series A,0,1,0,59.3
Edtech,Jeddah,2019,5,Seed,728,1,4,3,35,Seed,0,0,1,51.8
Logistics Tech,Khobar,2014,10,Pre-Seed,166,1,2,2,7,Pre-Seed,0,0,1,46.1
Logistics Tech,Riyadh,2016,8,Seed,1849,1,5,2,16,Seed,0,0,0,36.5
Edtech,Riyadh,2018,6,Series A,5386,3,8,2,23,Series A,0,0,0,57.8
Real Estate Tech,NEOM,2018,6,Growth,423394,8,46,2,11,Growth,0,1,0,51.0
Real Estate Tech,Jeddah,2021,3,Seed,2418,2,4,2,1,Seed,0,1,1,50.1
E-commerce,Dammam,2020,4,Seed,614,3,2,2,9,Seed,0,0,1,59.1
Real Estate Tech,Riyadh,2015,9,Series B,17152,4,12,2,5,Series B,0,0,0,60.1
Logistics Tech,Dammam,2011,13,Seed,928,1,4,3,21,Seed,0,0,0,52.5
Real Estate Tech,Khobar,2015,9,Pre-Seed,406,2,1,4,30,Pre-Seed,0,0,1,43.7
Fintech,Jeddah,2010,14,Seed,1717,2,6,1,20,Seed,0,0,1,41.4
E-commerce,Riyadh,2020,4,Series C,113702,5,23,4,6,Series C,0,0,0,59.7
HR Tech,NEOM,2020,4,Pre-Seed,244,2,2,2,23,Pre-Seed,0,0,0,50.1
Real Estate Tech,Dammam,2022,2,Seed,1109,2,3,2,15,Seed,0,0,0,46.6
Healthtech,Dammam,2011,13,Seed,2088,1,4,2,34,Seed,0,0,1,40.3
E-commerce,Riyadh,2021,3,Series B,29009,4,15,2,14,Series B,0,0,0,63.8
Fintech,Dammam,2012,12,Series C,62966,5,23,2,10,Series C,0,0,1,62.0
E-commerce,Riyadh,2014,10,Seed,623,2,4,4,24,Seed,0,0,0,54.0
Edtech,Riyadh,2019,5,Series C,109883,4,25,2,13,Series C,0,0,1,66.7
E-commerce,Jeddah,2010,14,Pre-Seed,174,2,2,2,18,Pre-Seed,0,0,0,25.0
Agritech,Riyadh,2021,3,Pre-Seed,207,1,2,2,2,Pre-Seed,0,0,0,53.0
Real Estate Tech,Jeddah,2019,5,Series C,76530,6,23,2,13,Series C,0,1,1,74.2
Fintech,Jeddah,2022,2,Seed,2327,1,6,3,19,Seed,1,0,0,44.4
Traveltech,Riyadh,2022,2,Pre-Seed,394,1,2,2,21,Pre-Seed,0,0,0,61.9
Real Estate Tech,Jeddah,2022,2,Seed,1000,2,4,2,13,Seed,0,0,0,42.7
Healthtech,Khobar,2014,10,Series B,35824,3,18,4,30,Series B,0,0,0,47.3
Logistics Tech,Riyadh,2014,10,Series B,44454,4,16,2,7,Series B,0,0,0,57.0
Real Estate Tech,Jeddah,2013,11,Series B,21507,4,10,1,24,Series B,0,0,0,43.3
Edtech,Riyadh,2012,12,Series A,10501,3,10,3,30,Series A,0,0,0,57.1
Fintech,Riyadh,2016,8,Series B,44457,4,11,2,16,Series B,0,0,1,52.6
Real Estate Tech,Riyadh,2020,4,Seed,1904,1,5,3,44,Seed,0,0,0,35.2
Fintech,Riyadh,2016,8,Series A,10864,4,4,2,7,Series A,0,0,0,56.1
Logistics Tech,Riyadh,2010,14,Series A,4188,2,10,2,14,Series A,0,0,0,49.8
Real Estate Tech,Medina,2016,8,Seed,670,2,4,1,18,Seed,0,1,0,37.4
Edtech,Jeddah,2012,12,Pre-Seed,181,2,3,3,20,Pre-Seed,0,0,0,35.6
HR Tech,Jeddah,2022,2,Seed,2171,3,4,2,22,Seed,0,0,1,55.8
E-commerce,Riyadh,2012,12,Series A,5871,3,4,4,13,Series A,0,0,1,67.4
Healthtech,Jeddah,2015,9,Pre-Seed,257,2,1,2,23,Pre-Seed,0,0,1,37.3
E-commerce,Riyadh,2015,9,Pre-Seed,431,2,2,3,25,Pre-Seed,0,0,0,59.1
Real Estate Tech,Riyadh,2020,4,Seed,1727,2,5,3,8,Seed,0,1,0,38.2
E-commerce,Riyadh,2022,2,Pre-Seed,219,2,1,2,24,Pre-Seed,0,0,1,58.2
Healthtech,Riyadh,2013,11,Series A,5077,4,5,2,22,Series A,0,0,0,47.0
Cybersecurity,Riyadh,2014,10,Seed,2710,1,6,3,27,Seed,0,0,0,38.1
Traveltech,Jeddah,2012,12,Pre-Seed,261,2,3,2,15,Pre-Seed,0,0,0,51.6
Agritech,Dammam,2012,12,Series A,14231,2,8,2,1,Series A,0,0,0,42.8
Agritech,Riyadh,2018,6,Series B,39406,3,18,2,1,Series B,0,0,0,84.6
E-commerce,Riyadh,2014,10,Pre-Seed,101,1,1,2,18,Pre-Seed,0,0,0,58.2
Edtech,Riyadh,2010,14,Pre-Seed,146,1,2,2,11,Pre-Seed,0,0,1,43.0
Traveltech,Medina,2018,6,Series C,68144,4,24,1,22,Series C,0,0,0,53.0
E-commerce,Dammam,2019,5,Seed,2605,3,5,2,17,Seed,0,0,0,56.7
HR Tech,Jeddah,2015,9,Series C,122163,5,29,2,15,Series C,0,0,1,57.1
E-commerce,Khobar,2018,6,Seed,1669,1,2,4,25,Seed,0,0,1,59.8
Healthtech,Riyadh,2020,4,Pre-Seed,453,2,2,2,18,Pre-Seed,0,0,0,47.9
Edtech,Medina,2016,8,Pre-Seed,253,1,3,2,16,Pre-Seed,0,0,0,37.0
HR Tech,Riyadh,2020,4,Pre-Seed,480,2,2,3,7,Pre-Seed,0,0,0,59.2
Real Estate Tech,Riyadh,2019,5,Series C,85466,6,24,2,9,Series C,0,0,0,74.1
Edtech,Jeddah,2019,5,Growth,336407,8,21,3,20,Growth,0,0,0,62.6
E-commerce,Riyadh,2016,8,Series C,139865,4,15,2,22,Series C,0,0,0,52.7
Real Estate Tech,Jeddah,2014,10,Series B,28460,3,16,4,35,Series B,0,0,0,43.0
Logistics Tech,Riyadh,2016,8,Series B,20647,3,13,2,25,Series B,0,0,0,49.0
Healthtech,Jeddah,2019,5,Series A,14496,4,8,2,11,Series A,0,0,1,50.8
Edtech,Riyadh,2013,11,Series B,33545,4,9,3,27,Series B,0,0,0,41.3
Real Estate Tech,Riyadh,2020,4,Pre-Seed,446,1,2,2,32,Pre-Seed,0,0,0,60.2
E-commerce,Khobar,2020,4,Seed,1151,2,5,3,24,Seed,0,0,0,60.6
Healthtech,NEOM,2015,9,Series A,8598,4,7,2,8,Series A,0,0,0,43.4
E-commerce,Medina,2011,13,Series B,28972,4,14,2,37,Series B,0,0,0,60.3
Fintech,Jeddah,2019,5,Series A,6336,2,10,2,40,Series A,1,0,0,35.1
HR Tech,Jeddah,2012,12,Series B,18855,4,11,2,1,Series B,0,0,0,69.7
E-commerce,Jeddah,2011,13,Seed,2113,2,6,1,16,Seed,0,0,0,48.3
Edtech,Riyadh,2022,2,Series A,7068,2,6,3,11,Series A,0,0,0,58.0
E-commerce,Riyadh,2019,5,Growth,416621,7,31,3,34,Growth,0,0,0,63.2
Real Estate Tech,Riyadh,2011,13,Pre-Seed,177,2,1,4,20,Pre-Seed,0,1,0,57.7
E-commerce,NEOM,2016,8,Series C,92991,5,20,2,13,Series C,0,0,0,66.7
E-commerce,Riyadh,2014,10,Seed,1131,3,3,2,12,Seed,0,0,1,61.0
Healthtech,Khobar,2022,2,Series A,5277,3,8,1,8,Series A,0,0,0,55.5
Healthtech,Jeddah,2022,2,Series B,37034,4,9,3,47,Series B,0,0,1,63.3
E-commerce,Jeddah,2015,9,Seed,1992,3,4,2,18,Seed,0,0,0,49.3
Fintech,Riyadh,2012,12,Seed,1620,2,6,2,14,Seed,1,0,0,38.6
E-commerce,Riyadh,2019,5,Seed,1177,2,4,2,1,Seed,0,0,0,58.4
Fintech,Mecca,2014,10,Pre-Seed,132,1,3,2,22,Pre-Seed,1,0,1,49.4
Fintech,Riyadh,2014,10,Seed,1764,3,3,3,6,Seed,1,0,0,43.4
Traveltech,Riyadh,2020,4,Seed,2899,3,2,3,24,Seed,0,0,1,50.8
Healthtech,Riyadh,2013,11,Series C,62962,6,18,4,12,Series C,0,0,0,46.9
Edtech,Riyadh,2019,5,Pre-Seed,358,2,3,2,33,Pre-Seed,0,0,1,42.4
E-commerce,Riyadh,2013,11,Seed,2604,2,3,2,10,Seed,0,0,1,56.5
Traveltech,Jeddah,2021,3,Series C,98780,4,21,1,16,Series C,0,0,0,71.8
Healthtech,Riyadh,2022,2,Series C,131434,6,19,2,27,Series C,0,0,1,44.9
Logistics Tech,Jeddah,2017,7,Series A,14928,4,10,4,27,Series A,0,0,0,45.4
Real Estate Tech,Riyadh,2015,9,Series A,8948,3,10,2,22,Series A,0,1,0,59.3
HR Tech,Dammam,2020,4,Seed,1582,1,5,3,22,Seed,0,0,0,35.7
Logistics Tech,Dammam,2011,13,Seed,2812,1,6,4,14,Seed,0,0,1,53.0
Agritech,Riyadh,2011,13,Pre-Seed,350,1,3,1,8,Pre-Seed,0,0,0,47.1
Fintech,Riyadh,2011,13,Series B,32865,5,8,2,17,Series B,1,0,1,59.5
Real Estate Tech,Riyadh,2015,9,Seed,2402,1,4,2,15,Seed,0,1,0,34.4
Real Estate Tech,Dammam,2021,3,Series A,14194,2,9,2,22,Series A,0,1,0,61.2
Real Estate Tech,Jeddah,2010,14,Seed,922,3,3,1,23,Seed,0,1,0,38.6
Agritech,Khobar,2012,12,Seed,2335,1,5,2,16,Seed,0,0,0,43.0
Fintech,Riyadh,2010,14,Series A,5491,3,7,2,25,Series A,0,0,0,50.6
Fintech,Riyadh,2013,11,Series B,44907,3,16,2,19,Series B,0,0,1,55.8
Real Estate Tech,Riyadh,2022,2,Pre-Seed,120,1,1,3,21,Pre-Seed,0,1,0,59.5
Fintech,Riyadh,2010,14,Seed,897,1,3,2,17,Seed,1,0,0,37.6
Real Estate Tech,Jeddah,2018,6,Pre-Seed,454,1,2,1,23,Pre-Seed,0,0,1,41.0
Logistics Tech,Riyadh,2020,4,Pre-Seed,486,2,1,1,16,Pre-Seed,0,0,0,47.8
Healthtech,Jeddah,2021,3,Series A,12305,3,9,2,12,Series A,0,0,0,50.4
Fintech,Jeddah,2020,4,Pre-Seed,376,2,1,4,23,Pre-Seed,0,0,0,28.7
E-commerce,Dammam,2022,2,Pre-Seed,113,2,1,4,16,Pre-Seed,0,0,0,49.9
E-commerce,Riyadh,2015,9,Series C,101679,4,28,2,20,Series C,0,0,1,54.8
Fintech,Khobar,2017,7,Seed,507,1,4,2,21,Seed,0,0,0,53.4
Edtech,Abha,2011,13,Pre-Seed,327,2,2,2,3,Pre-Seed,0,0,0,51.3
Edtech,Khobar,2015,9,Pre-Seed,198,2,3,2,13,Pre-Seed,0,0,0,55.9
Edtech,Dammam,2013,11,Pre-Seed,286,1,1,3,5,Pre-Seed,0,0,0,32.9
Edtech,Dammam,2016,8,Seed,630,2,2,3,20,Seed,0,0,0,28.9
Fintech,Jeddah,2017,7,Series A,8186,4,10,4,5,Series A,0,0,0,35.6
HR Tech,Riyadh,2015,9,Series A,7815,2,4,3,4,Series A,0,0,0,51.5
Logistics Tech,Jeddah,2022,2,Pre-Seed,243,1,1,2,23,Pre-Seed,0,0,0,39.6
Traveltech,Jeddah,2022,2,Series A,5316,3,9,1,28,Series A,0,0,0,53.8
Fintech,Medina,2010,14,Seed,2912,1,6,2,9,Seed,1,0,0,31.5
Traveltech,Jeddah,2017,7,Seed,2864,2,3,2,17,Seed,0,0,1,67.9
Logistics Tech,Riyadh,2020,4,Series B,44736,3,16,2,9,Series B,0,0,0,56.2
Agritech,Jeddah,2010,14,Seed,1002,3,6,2,11,Seed,0,0,1,60.0
Fintech,Medina,2018,6,Pre-Seed,249,2,3,1,1,Pre-Seed,1,0,1,28.3
Edtech,Riyadh,2011,13,Series B,33436,5,13,2,21,Series B,0,0,0,43.7
HR Tech,Riyadh,2020,4,Pre-Seed,376,1,2,2,15,Pre-Seed,0,0,0,58.5
Edtech,Jeddah,2019,5,Seed,2955,1,2,3,14,Seed,0,0,1,53.4
Healthtech,Riyadh,2015,9,Series A,5218,4,6,3,24,Series A,0,0,0,48.4
HR Tech,Riyadh,2017,7,Series A,10003,3,7,2,30,Series A,0,0,0,53.2
E-commerce,Riyadh,2014,10,Series B,23800,3,17,1,5,Series B,0,0,1,62.9
Healthtech,NEOM,2011,13,Pre-Seed,135,2,2,3,25,Pre-Seed,0,0,0,34.9
E-commerce,Riyadh,2014,10,Seed,2158,1,2,2,15,Seed,0,0,0,55.5
Traveltech,Riyadh,2010,14,Pre-Seed,372,1,2,2,12,Pre-Seed,0,0,0,60.5
Fintech,Dammam,2017,7,Seed,2730,1,3,1,29,Seed,0,0,1,31.6
E-commerce,Mecca,2017,7,Seed,2895,3,6,3,12,Seed,0,0,0,76.8
Edtech,Medina,2011,13,Series A,14143,4,6,3,17,Series A,0,0,0,59.1
Logistics Tech,Riyadh,2015,9,Pre-Seed,473,1,2,3,17,Pre-Seed,0,0,1,49.2
Healthtech,Mecca,2020,4,Pre-Seed,457,2,1,2,23,Pre-Seed,0,0,1,64.7
Traveltech,Riyadh,2017,7,Seed,2888,2,2,2,13,Seed,0,0,0,50.5
HR Tech,Jeddah,2019,5,Series C,82867,4,29,1,13,Series C,0,0,1,63.5
Fintech,Jeddah,2022,2,Series C,97599,5,26,2,38,Series C,0,0,0,54.5
E-commerce,Riyadh,2017,7,Growth,397073,5,38,2,14,Growth,0,0,0,64.4
Fintech,Jeddah,2021,3,Seed,1263,2,2,1,1,Seed,0,0,1,40.8
Real Estate Tech,Riyadh,2016,8,Pre-Seed,125,2,1,2,10,Pre-Seed,0,0,0,61.2
Healthtech,NEOM,2012,12,Seed,1100,2,6,3,19,Seed,0,0,0,35.4
Traveltech,Riyadh,2022,2,Series A,6864,2,5,2,21,Series A,0,0,0,57.3
Agritech,Jeddah,2021,3,Pre-Seed,386,2,2,3,34,Pre-Seed,0,0,1,30.5
Fintech,Riyadh,2020,4,Seed,1573,1,5,2,9,Seed,1,0,0,40.3
Fintech,Riyadh,2013,11,Pre-Seed,172,1,2,1,12,Pre-Seed,1,0,0,49.5
Healthtech,Abha,2010,14,Seed,1718,3,3,2,30,Seed,0,0,0,36.2
Healthtech,Dammam,2018,6,Pre-Seed,297,2,3,3,39,Pre-Seed,0,0,1,52.9
Real Estate Tech,Mecca,2019,5,Pre-Seed,252,1,2,2,14,Pre-Seed,0,1,1,59.1
Traveltech,Riyadh,2019,5,Seed,1540,3,5,2,7,Seed,0,0,0,56.1
Traveltech,Riyadh,2011,13,Seed,609,1,2,1,22,Seed,0,0,0,44.6
E-commerce,Jeddah,2019,5,Seed,1914,3,4,2,1,Seed,0,0,0,55.7
Traveltech,Riyadh,2016,8,Series A,7183,4,4,2,17,Series A,0,0,0,57.1
E-commerce,Riyadh,2017,7,Pre-Seed,466,2,2,2,17,Pre-Seed,0,0,1,64.6
Edtech,Jeddah,2013,11,Series B,30993,3,8,2,26,Series B,0,0,1,52.4
E-commerce,Riyadh,2020,4,Pre-Seed,296,2,1,3,7,Pre-Seed,0,0,0,61.6
Fintech,Riyadh,2020,4,Seed,1157,3,6,2,14,Seed,1,0,0,49.4
Traveltech,Riyadh,2019,5,Series A,9153,2,10,2,30,Series A,0,0,0,60.2
E-commerce,Jeddah,2010,14,Series C,92330,5,25,2,13,Series C,0,0,0,41.3
