sector,city,founded_year,startup_age_years,funding_stage,total_funding_sar,num_funding_rounds,num_investors,num_founders,speed_to_first_round_months,last_round_type,sama_sandbox,rega_sandbox,ntdp_participation,market_growth_index,traction_score,monthly_revenue_sar,risk_category,survived_3_years,investment_score
Real Estate Tech,Riyadh,2022,2,Seed,1213,2,5,3,13,Seed,0,1,0,0.82,20.3,75979,Medium,0,55.3
E-commerce,Jeddah,2019,5,Series A,6080,2,5,2,1,Series A,0,0,1,0.72,57.0,201608,Medium,1,59.5
Edtech,Riyadh,2021,3,Seed,636,1,2,1,16,Seed,0,0,0,0.58,27.9,59534,Medium,0,54.0
Fintech,Jeddah,2012,12,Growth,396143,7,40,3,22,Growth,1,0,1,0.9,100.0,75671113,High,0,51.3
Fintech,Riyadh,2018,6,Series B,43858,5,11,2,13,Series B,1,0,0,0.9,68.2,2720337,Medium,0,64.6
E-commerce,Riyadh,2022,2,Series C,132848,4,22,2,22,Series C,0,0,0,0.72,78.1,10727963,Medium,0,59.4
Edtech,Riyadh,2018,6,Seed,1464,3,2,2,16,Seed,0,0,1,0.58,33.9,61413,Medium,0,55.9
Fintech,Riyadh,2013,11,Series B,31945,4,9,3,4,Series B,0,0,0,0.9,79.9,1189716,Medium,1,66.5
Healthtech,Riyadh,2013,11,Seed,1690,2,6,2,21,Seed,0,0,0,0.78,40.1,41409,High,1,45.5
Real Estate Tech,Riyadh,2020,4,Pre-Seed,485,2,2,3,15,Pre-Seed,0,1,0,0.82,11.5,7896,Medium,1,61.6
Agritech,Riyadh,2017,7,Series C,64975,6,24,2,19,Series C,0,0,0,0.52,80.5,12898060,Low,1,78.8
Traveltech,Dammam,2016,8,Pre-Seed,492,2,1,2,12,Pre-Seed,0,0,0,0.48,17.1,2860,Medium,0,52.3
Real Estate Tech,Riyadh,2020,4,Growth,196894,6,21,2,11,Growth,0,0,1,0.82,100.0,53678679,Medium,0,67.1
Real Estate Tech,Jeddah,2014,10,Pre-Seed,420,1,3,2,19,Pre-Seed,0,0,0,0.82,18.1,7566,Medium,1,61.4
E-commerce,Riyadh,2015,9,Series B,41315,3,8,2,15,Series B,0,0,0,0.72,64.9,511303,Medium,1,62.5
Real Estate Tech,NEOM,2012,12,Seed,1681,3,5,2,35,Seed,0,1,1,0.82,39.3,74452,High,0,47.7
Edtech,Riyadh,2015,9,Seed,1358,1,6,4,25,Seed,0,0,0,0.58,28.1,59182,Medium,1,51.1
Logistics Tech,Riyadh,2022,2,Pre-Seed,318,2,1,2,23,Pre-Seed,0,0,1,0.63,18.9,47,Medium,0,51.8
Edtech,Jeddah,2017,7,Series A,14238,4,7,2,16,Series A,0,0,0,0.58,57.8,400259,High,0,41.4
Logistics Tech,Riyadh,2019,5,Seed,785,3,3,2,1,Seed,0,0,0,0.63,30.1,39875,Medium,1,51.6
E-commerce,Jeddah,2022,2,Series A,5399,2,7,3,9,Series A,0,0,0,0.72,48.0,384296,Medium,0,59.1
Fintech,Riyadh,2020,4,Pre-Seed,182,1,3,2,11,Pre-Seed,1,0,0,0.9,23.5,8982,Medium,1,56.8
Edtech,Abha,2018,6,Pre-Seed,211,1,1,2,15,Pre-Seed,0,0,0,0.58,17.0,5572,Medium,1,41.0
Real Estate Tech,Riyadh,2012,12,Pre-Seed,253,2,3,3,17,Pre-Seed,0,0,0,0.82,18.4,1877,Medium,1,59.2
Edtech,Riyadh,2017,7,Seed,1894,3,3,2,24,Seed,0,0,0,0.58,26.9,52854,Medium,0,55.6
Real Estate Tech,Jeddah,2021,3,Series B,17589,5,13,2,20,Series B,0,1,0,0.82,71.4,678040,Medium,0,66.0
Fintech,Riyadh,2012,12,Series B,29816,4,11,2,29,Series B,0,0,1,0.9,74.4,586550,Medium,0,62.4
Cybersecurity,Dammam,2011,13,Pre-Seed,312,2,1,3,14,Pre-Seed,0,0,0,0.88,16.9,8820,High,0,32.9
Fintech,Riyadh,2014,10,Series A,6686,2,9,2,20,Series A,1,0,0,0.9,60.8,114415,Medium,1,53.0
Cybersecurity,Jeddah,2013,11,Series A,12122,3,8,1,21,Series A,0,0,0,0.88,48.3,145796,Medium,1,61.8
HR Tech,Riyadh,2022,2,Seed,2908,2,6,3,20,Seed,0,0,0,0.65,19.6,42475,Medium,1,51.4
Logistics Tech,Dammam,2014,10,Seed,714,3,4,1,30,Seed,0,0,0,0.63,26.9,74605,High,0,52.1
Edtech,Jeddah,2015,9,Seed,804,2,3,3,26,Seed,0,0,0,0.58,30.9,28258,High,0,45.5
Healthtech,Riyadh,2012,12,Pre-Seed,254,1,2,1,4,Pre-Seed,0,0,0,0.78,23.9,3489,Medium,0,49.6
Agritech,Riyadh,2010,14,Pre-Seed,479,2,1,2,16,Pre-Seed,0,0,0,0.52,22.6,4667,Medium,1,52.9
Real Estate Tech,Riyadh,2013,11,Pre-Seed,299,2,3,1,17,Pre-Seed,0,0,0,0.82,17.0,1688,Medium,0,58.4
E-commerce,Medina,2015,9,Series A,14944,3,9,2,39,Series A,0,0,1,0.72,49.6,216453,Low,1,71.2
Healthtech,Riyadh,2011,13,Pre-Seed,337,2,3,3,14,Pre-Seed,0,0,0,0.78,23.9,6910,High,1,51.6
E-commerce,Riyadh,2011,13,Pre-Seed,258,2,3,2,8,Pre-Seed,0,0,0,0.72,20.4,8212,Medium,1,59.6
E-commerce,Riyadh,2010,14,Seed,2229,1,6,2,22,Seed,0,0,0,0.72,35.1,69431,High,1,60.5
Real Estate Tech,Riyadh,2018,6,Pre-Seed,266,1,2,4,22,Pre-Seed,0,1,1,0.82,21.6,5602,Medium,1,59.2
Healthtech,Jeddah,2012,12,Pre-Seed,325,1,2,2,17,Pre-Seed,0,0,0,0.78,21.2,9369,Medium,1,52.5
Agritech,Mecca,2011,13,Series C,83647,5,24,3,15,Series C,0,0,0,0.52,87.7,2799734,Medium,1,63.0
Real Estate Tech,Jeddah,2013,11,Pre-Seed,350,1,3,4,27,Pre-Seed,0,0,0,0.82,28.9,6148,Medium,1,62.0
Traveltech,Dammam,2015,9,Series A,14544,4,9,4,9,Series A,0,0,0,0.48,51.4,249328,Low,0,61.5
Edtech,Jeddah,2010,14,Seed,998,1,2,3,14,Seed,0,0,0,0.58,32.1,32544,Medium,1,44.3
Logistics Tech,Riyadh,2018,6,Series A,13180,4,6,2,12,Series A,0,0,0,0.63,48.1,384456,High,0,46.1
Healthtech,Riyadh,2018,6,Series A,12170,3,9,4,28,Series A,0,0,0,0.78,43.6,61984,High,0,40.7
Logistics Tech,Jeddah,2017,7,Pre-Seed,320,1,3,3,20,Pre-Seed,0,0,1,0.63,15.2,5043,Medium,1,62.2
Fintech,Mecca,2015,9,Series B,22579,3,11,3,7,Series B,1,0,1,0.9,80.9,1338771,Low,1,79.1
Logistics Tech,NEOM,2013,11,Seed,1284,1,4,1,8,Seed,0,0,1,0.63,35.5,50801,High,0,46.0
Fintech,Riyadh,2011,13,Series B,25669,3,15,4,36,Series B,1,0,0,0.9,80.6,786369,Medium,1,62.3
Agritech,Riyadh,2017,7,Seed,1039,2,2,3,28,Seed,0,0,1,0.52,24.6,13711,Medium,1,56.7
Cybersecurity,Riyadh,2016,8,Growth,290165,7,33,3,26,Growth,0,0,0,0.88,91.3,61015743,Low,0,63.2
Real Estate Tech,Khobar,2021,3,Series B,49235,4,15,1,18,Series B,0,1,0,0.82,68.3,2179356,Medium,1,53.8
Real Estate Tech,NEOM,2013,11,Growth,408258,5,43,2,33,Growth,0,0,0,0.82,94.4,32752687,Medium,1,57.5
Logistics Tech,Dammam,2012,12,Seed,2234,2,4,4,6,Seed,0,0,1,0.63,29.4,70401,Medium,0,54.2
Real Estate Tech,Riyadh,2015,9,Seed,991,1,3,2,25,Seed,0,0,0,0.82,25.3,65040,Medium,0,54.2
Agritech,Jeddah,2010,14,Series A,4710,3,7,2,13,Series A,0,0,0,0.52,52.5,205662,Medium,1,55.4
Fintech,Riyadh,2011,13,Series B,38096,4,14,3,15,Series B,1,0,1,0.9,80.8,2877537,Medium,1,67.4
Fintech,Riyadh,2016,8,Growth,168303,8,39,1,25,Growth,0,0,0,0.9,100.0,38980547,Medium,1,62.9
HR Tech,Jeddah,2020,4,Seed,2535,3,4,2,16,Seed,0,0,0,0.65,21.5,6342,High,1,48.4
Edtech,Riyadh,2012,12,Series B,25904,5,11,2,13,Series B,0,0,0,0.58,66.3,1525285,Medium,1,56.8
Agritech,Riyadh,2022,2,Pre-Seed,493,1,3,2,13,Pre-Seed,0,0,0,0.52,6.2,1503,Medium,1,55.4
Real Estate Tech,NEOM,2010,14,Seed,1987,3,2,2,1,Seed,0,0,1,0.82,39.0,73706,High,1,49.0
Edtech,Dammam,2011,13,Pre-Seed,137,1,2,2,25,Pre-Seed,0,0,0,0.58,21.2,5487,High,0,39.2
Healthtech,Riyadh,2019,5,Seed,2504,2,4,2,7,Seed,0,0,0,0.78,22.7,47285,High,1,49.9
Healthtech,Jeddah,2019,5,Series C,76077,4,16,2,36,Series C,0,0,0,0.78,76.4,4018083,Medium,1,60.2
Edtech,Riyadh,2018,6,Pre-Seed,297,2,1,4,15,Pre-Seed,0,0,0,0.58,14.7,6153,High,0,45.7
Healthtech,Jeddah,2016,8,Series A,13160,3,4,2,31,Series A,0,0,0,0.78,48.8,186630,Medium,0,50.0
E-commerce,Dammam,2016,8,Series A,12727,4,6,2,1,Series A,0,0,0,0.72,44.9,351334,Medium,1,72.5
Real Estate Tech,Dammam,2019,5,Pre-Seed,277,1,1,2,25,Pre-Seed,0,0,1,0.82,18.1,4011,Medium,1,58.3
Logistics Tech,Jeddah,2017,7,Seed,1849,1,6,3,27,Seed,0,0,0,0.63,22.6,13605,Medium,1,57.4
Real Estate Tech,Riyadh,2021,3,Series A,7784,4,7,4,31,Series A,0,0,1,0.82,48.2,307128,Medium,0,46.8
Edtech,Riyadh,2021,3,Pre-Seed,360,2,1,2,2,Pre-Seed,0,0,1,0.58,15.1,9455,High,0,45.8
Real Estate Tech,Riyadh,2017,7,Series B,48364,4,16,2,10,Series B,0,1,0,0.82,71.9,751975,Medium,1,62.6
Healthtech,Riyadh,2018,6,Growth,299820,7,39,2,23,Growth,0,0,0,0.78,98.5,43395596,Medium,1,62.9
Edtech,Dammam,2011,13,Pre-Seed,254,1,1,3,19,Pre-Seed,0,0,0,0.58,19.3,5237,High,0,39.5
Real Estate Tech,Riyadh,2017,7,Pre-Seed,320,1,1,2,20,Pre-Seed,0,1,0,0.82,20.0,7697,Medium,0,60.2
Fintech,Riyadh,2017,7,Seed,635,2,6,2,14,Seed,1,0,1,0.9,28.1,75047,Medium,1,53.9
Fintech,Riyadh,2022,2,Series A,14452,3,5,3,33,Series A,0,0,0,0.9,52.1,70896,High,0,49.9
Healthtech,Medina,2014,10,Seed,2987,3,2,4,44,Seed,0,0,1,0.78,26.1,44737,High,0,43.8
Agritech,Riyadh,2014,10,Pre-Seed,176,1,1,2,19,Pre-Seed,0,0,1,0.52,21.0,6781,Medium,0,51.2
Fintech,Jeddah,2013,11,Seed,2948,2,2,4,22,Seed,1,0,1,0.9,29.1,53957,High,0,35.8
Edtech,Riyadh,2014,10,Series C,81094,6,22,2,18,Series C,0,0,0,0.58,80.5,13572934,Medium,1,62.5
Real Estate Tech,Riyadh,2011,13,Seed,2011,3,3,3,30,Seed,0,0,0,0.82,39.8,25365,Medium,0,55.5
E-commerce,Riyadh,2011,13,Seed,2319,3,2,2,26,Seed,0,0,0,0.72,37.5,18325,Medium,1,61.6
Traveltech,Jeddah,2014,10,Growth,457958,6,46,2,7,Growth,0,0,1,0.48,100.0,12672232,Medium,1,71.8
Real Estate Tech,Jeddah,2020,4,Series A,5797,3,10,3,11,Series A,0,0,0,0.82,45.0,158474,Medium,0,59.2
E-commerce,NEOM,2022,2,Series A,9908,4,10,2,7,Series A,0,0,1,0.72,53.8,61763,Medium,0,59.6
Fintech,Riyadh,2012,12,Series A,7513,4,5,1,44,Series A,1,0,0,0.9,58.2,494198,Medium,0,51.9
Fintech,Riyadh,2010,14,Growth,344901,8,29,2,24,Growth,1,0,0,0.9,100.0,37008685,Medium,1,64.6
Real Estate Tech,Khobar,2018,6,Series A,4644,3,7,2,12,Series A,0,1,0,0.82,62.0,64225,High,0,52.7
Fintech,Riyadh,2011,13,Series C,119943,4,19,2,11,Series C,1,0,0,0.9,95.5,2860562,Low,1,73.2
Healthtech,Jeddah,2021,3,Series A,6365,4,5,4,26,Series A,0,0,0,0.78,44.7,150327,Medium,1,50.1
E-commerce,Dammam,2019,5,Series A,9769,2,10,2,27,Series A,0,0,0,0.72,48.7,322361,Medium,1,69.1
Healthtech,Riyadh,2011,13,Seed,1900,1,2,2,25,Seed,0,0,0,0.78,38.5,12972,High,0,46.0
Fintech,Jeddah,2013,11,Seed,2051,2,4,2,13,Seed,0,0,1,0.9,36.8,20598,High,0,35.3
Real Estate Tech,Riyadh,2011,13,Series B,18412,4,16,2,21,Series B,0,1,0,0.82,78.2,777858,Medium,1,57.8
Edtech,Riyadh,2016,8,Seed,583,1,2,2,19,Seed,0,0,1,0.58,37.0,25215,Medium,0,54.8
HR Tech,Riyadh,2021,3,Series A,8697,3,6,2,8,Series A,0,0,1,0.65,58.1,491270,High,0,48.3
Fintech,Dammam,2019,5,Pre-Seed,102,1,2,2,8,Pre-Seed,1,0,0,0.9,15.6,646,High,1,56.4
Traveltech,Riyadh,2010,14,Series B,25476,3,17,1,22,Series B,0,0,0,0.48,74.7,2186182,Medium,1,71.0
Healthtech,Jeddah,2020,4,Pre-Seed,488,2,1,3,19,Pre-Seed,0,0,0,0.78,15.5,8191,Medium,0,56.1
Healthtech,Mecca,2011,13,Series B,33825,4,13,2,23,Series B,0,0,0,0.78,69.6,1492340,Low,1,76.6
E-commerce,Jeddah,2020,4,Series A,8761,3,6,2,25,Series A,0,0,1,0.72,46.2,389507,Medium,0,58.6
Fintech,Jeddah,2014,10,Pre-Seed,346,1,1,1,32,Pre-Seed,0,0,1,0.9,28.0,4533,High,0,40.5
Fintech,Riyadh,2011,13,Seed,2578,2,2,3,10,Seed,0,0,0,0.9,28.8,76669,High,0,47.9
Healthtech,Riyadh,2018,6,Seed,2107,3,3,2,24,Seed,0,0,1,0.78,24.7,57031,High,0,47.7
Real Estate Tech,Riyadh,2013,11,Seed,1482,2,3,4,25,Seed,0,0,0,0.82,29.0,17282,Medium,1,54.0
Traveltech,Jeddah,2018,6,Seed,1105,2,5,2,14,Seed,0,0,0,0.48,20.1,16977,High,0,51.8
E-commerce,Medina,2020,4,Pre-Seed,382,2,3,2,19,Pre-Seed,0,0,0,0.72,10.2,639,Medium,1,65.3
Fintech,Khobar,2021,3,Growth,293598,6,47,3,15,Growth,1,0,0,0.9,92.0,70809523,Medium,0,49.7
Edtech,NEOM,2010,14,Pre-Seed,326,2,1,3,39,Pre-Seed,0,0,0,0.58,21.9,7801,High,1,43.4
Real Estate Tech,NEOM,2010,14,Series A,11923,3,5,2,19,Series A,0,1,0,0.82,63.6,163785,Medium,0,54.1
E-commerce,Riyadh,2010,14,Seed,1843,1,4,2,22,Seed,0,0,0,0.72,31.3,19507,Medium,1,59.1
Edtech,Jeddah,2013,11,Series A,4361,3,10,2,15,Series A,0,0,0,0.58,54.8,394996,High,0,40.6
Traveltech,NEOM,2018,6,Seed,2579,1,5,4,13,Seed,0,0,1,0.48,33.3,58018,High,1,53.6
Logistics Tech,Riyadh,2017,7,Series A,3978,3,4,3,4,Series A,0,0,0,0.63,39.3,303548,Medium,0,47.6
Edtech,Mecca,2016,8,Series A,10794,3,5,2,28,Series A,0,0,0,0.58,46.8,96272,Medium,0,66.6
Edtech,Riyadh,2010,14,Series A,4638,2,6,2,25,Series A,0,0,0,0.58,52.3,199376,High,0,40.3
HR Tech,Jeddah,2012,12,Pre-Seed,192,2,2,2,14,Pre-Seed,0,0,0,0.65,21.5,431,Medium,0,55.6
Real Estate Tech,Jeddah,2018,6,Series A,13174,4,8,2,8,Series A,0,1,1,0.82,56.7,123556,Medium,0,64.5
Fintech,Mecca,2018,6,Seed,1083,3,5,2,19,Seed,0,0,1,0.9,31.6,33836,Medium,0,57.0
Real Estate Tech,Riyadh,2014,10,Pre-Seed,441,2,2,3,13,Pre-Seed,0,1,0,0.82,18.8,9563,Medium,1,60.5
Real Estate Tech,Jeddah,2021,3,Seed,960,3,5,1,15,Seed,0,1,1,0.82,29.3,10158,Medium,1,60.8
Edtech,Jeddah,2022,2,Seed,636,3,5,2,5,Seed,0,0,0,0.58,18.0,30793,Medium,0,49.2
Healthtech,Riyadh,2015,9,Seed,2477,3,2,2,20,Seed,0,0,0,0.78,30.0,49801,High,0,45.9
Healthtech,Dammam,2020,4,Series A,12170,4,8,2,20,Series A,0,0,1,0.78,47.4,171664,Medium,1,46.4
Fintech,Jeddah,2022,2,Seed,784,1,2,1,28,Seed,0,0,0,0.9,26.2,20344,High,0,33.3
Edtech,Jeddah,2015,9,Seed,2899,1,6,1,16,Seed,0,0,1,0.58,35.5,31215,High,0,43.3
Real Estate Tech,Riyadh,2019,5,Pre-Seed,116,1,1,1,14,Pre-Seed,0,0,1,0.82,16.0,273,Medium,0,61.4
Edtech,Riyadh,2013,11,Series A,4239,4,10,3,2,Series A,0,0,0,0.58,52.5,118264,High,0,43.4
Healthtech,Jeddah,2010,14,Series A,6467,4,8,3,29,Series A,0,0,0,0.78,52.9,67249,Medium,1,51.9
Real Estate Tech,Riyadh,2014,10,Seed,1923,1,5,1,26,Seed,0,1,0,0.82,30.1,57346,Medium,1,55.2
Fintech,Riyadh,2022,2,Series A,13654,4,10,2,18,Series A,0,0,1,0.9,44.0,423475,Medium,0,49.1
Fintech,Mecca,2010,14,Seed,1768,1,5,2,4,Seed,0,0,1,0.9,27.6,48510,High,1,54.5
Agritech,Jeddah,2010,14,Seed,2554,1,5,2,5,Seed,0,0,1,0.52,35.1,79918,High,0,42.0
Traveltech,Jeddah,2020,4,Seed,1280,1,2,2,12,Seed,0,0,0,0.48,23.3,14674,Medium,1,53.1
Healthtech,Riyadh,2014,10,Series A,5135,4,6,2,27,Series A,0,0,1,0.78,49.2,404919,High,0,42.4
Fintech,Riyadh,2014,10,Series A,5237,2,9,2,20,Series A,1,0,1,0.9,61.8,198994,Medium,1,56.2
E-commerce,Riyadh,2016,8,Seed,2140,2,6,1,3,Seed,0,0,0,0.72,31.0,75320,Medium,1,62.1
Edtech,Riyadh,2011,13,Pre-Seed,390,1,3,3,22,Pre-Seed,0,0,0,0.58,23.0,2191,High,0,42.2
Logistics Tech,Jeddah,2015,9,Pre-Seed,166,2,3,3,9,Pre-Seed,0,0,0,0.63,20.3,9338,Medium,1,61.5
Fintech,Jeddah,2011,13,Series A,6690,2,4,4,12,Series A,1,0,1,0.9,61.0,302019,High,1,47.8
Fintech,Riyadh,2022,2,Series B,29584,4,18,1,27,Series B,0,0,0,0.9,62.2,1397397,High,0,62.1
Edtech,Riyadh,2019,5,Seed,1360,3,5,3,25,Seed,0,0,0,0.58,29.8,56535,Medium,0,55.9
Real Estate Tech,Riyadh,2014,10,Pre-Seed,306,1,1,3,28,Pre-Seed,0,0,0,0.82,21.1,3680,Medium,1,58.2
Real Estate Tech,Riyadh,2013,11,Series A,10373,3,5,4,17,Series A,0,0,1,0.82,58.5,328860,Medium,1,51.1
Fintech,Riyadh,2020,4,Series B,34775,5,15,2,26,Series B,1,0,1,0.9,71.7,423600,Low,0,67.7
Healthtech,Khobar,2019,5,Series B,38635,4,14,3,12,Series B,0,0,1,0.78,63.8,2371708,Low,1,75.3
Agritech,Jeddah,2014,10,Series A,10250,2,9,1,15,Series A,0,0,0,0.52,51.6,105579,Medium,0,51.1
HR Tech,Jeddah,2011,13,Series B,46269,4,14,2,14,Series B,0,0,1,0.65,71.8,1714027,Medium,1,64.1
Healthtech,Riyadh,2017,7,Pre-Seed,312,1,3,2,18,Pre-Seed,0,0,0,0.78,18.6,5519,High,1,50.2
E-commerce,Khobar,2017,7,Pre-Seed,232,1,2,3,5,Pre-Seed,0,0,1,0.72,20.1,63,Medium,1,54.9
Fintech,Jeddah,2015,9,Pre-Seed,214,2,2,3,15,Pre-Seed,1,0,0,0.9,22.8,5307,High,0,42.6
Healthtech,Dammam,2012,12,Series A,7307,4,9,2,32,Series A,0,0,1,0.78,53.6,217105,High,0,44.0
Real Estate Tech,Riyadh,2013,11,Pre-Seed,231,1,3,2,7,Pre-Seed,0,1,0,0.82,27.2,7193,Medium,0,60.0
Healthtech,Mecca,2010,14,Seed,1898,1,6,1,4,Seed,0,0,1,0.78,40.4,10506,High,1,48.5
E-commerce,Dammam,2018,6,Seed,654,1,6,2,5,Seed,0,0,0,0.72,25.0,55795,High,1,57.2
Real Estate Tech,NEOM,2019,5,Seed,1420,1,6,2,44,Seed,0,1,0,0.82,25.6,52380,Medium,0,47.2
Fintech,Riyadh,2014,10,Series B,16447,3,10,2,22,Series B,0,0,0,0.9,69.4,2777503,Medium,1,64.6
Real Estate Tech,Riyadh,2017,7,Pre-Seed,393,2,2,3,15,Pre-Seed,0,1,0,0.82,24.7,3064,Medium,0,62.7
Fintech,Riyadh,2012,12,Seed,1890,2,6,1,18,Seed,0,0,0,0.9,27.1,13388,Medium,0,48.0
Fintech,Riyadh,2013,11,Series B,16718,5,14,2,20,Series B,0,0,0,0.9,71.3,2775703,Medium,1,65.0
Cybersecurity,NEOM,2013,11,Pre-Seed,246,1,2,3,11,Pre-Seed,0,0,0,0.88,15.9,3326,Medium,0,55.3
E-commerce,Riyadh,2017,7,Series A,6806,2,8,4,12,Series A,0,0,1,0.72,47.1,394640,Medium,1,61.9
Healthtech,Riyadh,2021,3,Series B,26391,3,15,3,16,Series B,0,0,1,0.78,69.8,929174,Low,1,69.6
Agritech,Riyadh,2018,6,Series C,106628,5,16,2,10,Series C,0,0,0,0.52,83.2,3319503,Low,1,81.4
Cybersecurity,Riyadh,2012,12,Series B,36195,5,13,3,14,Series B,0,0,0,0.88,69.7,527532,Medium,1,73.3
Healthtech,Riyadh,2016,8,Seed,2097,3,5,2,21,Seed,0,0,0,0.78,32.1,62709,Medium,0,48.6
Logistics Tech,Dammam,2018,6,Series A,9595,2,4,4,8,Series A,0,0,0,0.63,50.1,489946,Medium,1,61.1
Real Estate Tech,Jeddah,2011,13,Pre-Seed,249,1,1,3,44,Pre-Seed,0,0,1,0.82,17.8,5688,Medium,1,62.9
Real Estate Tech,Riyadh,2013,11,Seed,1407,2,5,3,25,Seed,0,0,0,0.82,31.6,34707,Medium,0,54.9
E-commerce,Riyadh,2012,12,Pre-Seed,210,1,3,1,5,Pre-Seed,0,0,0,0.72,25.6,3143,Medium,0,58.1
Edtech,Riyadh,2017,7,Seed,2225,1,6,2,1,Seed,0,0,0,0.58,30.0,57105,Medium,0,56.0
Edtech,Riyadh,2013,11,Series B,45703,5,16,3,11,Series B,0,0,1,0.58,62.1,707262,Medium,0,55.9
Real Estate Tech,Jeddah,2018,6,Seed,2655,2,5,3,24,Seed,0,1,1,0.82,30.0,34858,Medium,1,61.5
Fintech,Jeddah,2010,14,Series A,8756,3,9,1,22,Series A,0,0,0,0.9,57.8,151652,High,0,45.5
Healthtech,Jeddah,2010,14,Seed,1329,3,5,4,16,Seed,0,0,1,0.78,34.5,75545,High,0,47.4
Fintech,Jeddah,2013,11,Seed,2688,3,3,1,11,Seed,0,0,0,0.9,35.8,13057,High,0,37.7
Healthtech,Riyadh,2012,12,Growth,461181,8,40,2,8,Growth,0,0,0,0.78,100.0,30193945,Medium,1,67.6
Edtech,Mecca,2012,12,Seed,1838,1,2,3,13,Seed,0,0,1,0.58,34.1,29083,Medium,1,71.3
Edtech,Dammam,2019,5,Series A,13688,2,6,1,7,Series A,0,0,1,0.58,47.2,75368,Medium,0,49.9
Logistics Tech,Khobar,2021,3,Seed,2943,1,3,1,14,Seed,0,0,0,0.63,20.9,48471,High,0,49.2
Agritech,Riyadh,2011,13,Pre-Seed,477,1,1,3,31,Pre-Seed,0,0,0,0.52,23.8,2292,Medium,0,51.0
E-commerce,Khobar,2019,5,Seed,861,2,2,2,10,Seed,0,0,0,0.72,24.0,48436,Medium,0,59.8
Edtech,Dammam,2019,5,Series B,42641,4,9,1,24,Series B,0,0,1,0.58,66.1,2930551,Medium,0,50.4
Healthtech,Dammam,2011,13,Pre-Seed,135,1,1,3,25,Pre-Seed,0,0,1,0.78,19.3,2026,High,0,40.2
Fintech,Riyadh,2017,7,Pre-Seed,229,2,2,3,7,Pre-Seed,0,0,0,0.9,14.2,8239,Medium,1,56.9
Fintech,Jeddah,2010,14,Pre-Seed,442,2,1,2,9,Pre-Seed,1,0,1,0.9,26.8,2438,High,0,45.9
Real Estate Tech,Mecca,2017,7,Series A,11765,4,5,2,28,Series A,0,0,0,0.82,40.3,426571,High,0,49.5
E-commerce,Jeddah,2019,5,Series A,13148,3,5,1,8,Series A,0,0,0,0.72,43.3,167413,Medium,1,60.4
Healthtech,Jeddah,2012,12,Series A,11014,4,8,3,17,Series A,0,0,0,0.78,55.2,135104,High,1,50.3
Agritech,Mecca,2011,13,Seed,2085,1,3,2,38,Seed,0,0,0,0.52,38.3,67527,High,0,41.6
Fintech,Riyadh,2018,6,Series B,20019,4,14,3,27,Series B,1,0,0,0.9,70.0,1662678,Medium,1,64.5
Fintech,Jeddah,2014,10,Series A,5234,4,9,3,18,Series A,0,0,0,0.9,50.7,476478,High,0,47.9
HR Tech,Riyadh,2014,10,Series B,42869,4,14,2,26,Series B,0,0,0,0.65,69.9,2119017,Medium,0,58.6
Fintech,Khobar,2022,2,Series B,46091,4,8,1,17,Series B,1,0,0,0.9,75.2,453496,Medium,0,50.3
E-commerce,Riyadh,2015,9,Series A,7042,2,5,4,28,Series A,0,0,0,0.72,45.8,92608,Medium,1,59.8
Healthtech,Jeddah,2013,11,Seed,2390,3,6,2,1,Seed,0,0,0,0.78,26.3,73833,Medium,1,51.4
Healthtech,Jeddah,2016,8,Series B,39061,3,12,2,16,Series B,0,0,0,0.78,66.9,1016364,Low,1,78.1
Fintech,Dammam,2016,8,Series C,60092,5,17,4,1,Series C,1,0,0,0.9,88.7,12813393,Low,1,83.0
Fintech,Jeddah,2020,4,Pre-Seed,303,2,1,4,19,Pre-Seed,1,0,0,0.9,18.4,9921,High,0,43.3
Fintech,Khobar,2018,6,Pre-Seed,195,2,1,2,15,Pre-Seed,1,0,1,0.9,17.7,6609,High,0,37.7
Healthtech,Mecca,2015,9,Series C,93290,6,25,2,31,Series C,0,0,0,0.78,86.5,13152995,Medium,1,49.5
Healthtech,Riyadh,2022,2,Seed,1940,1,5,4,25,Seed,0,0,0,0.78,23.6,52139,High,0,47.0
Real Estate Tech,Riyadh,2010,14,Series B,24699,5,9,3,12,Series B,0,1,1,0.82,81.1,420192,Low,0,65.6
Healthtech,Riyadh,2018,6,Seed,2696,2,4,2,13,Seed,0,0,0,0.78,33.5,50630,Medium,1,48.3
Logistics Tech,Riyadh,2021,3,Pre-Seed,194,1,3,2,21,Pre-Seed,0,0,0,0.63,6.9,2702,Medium,1,51.9
Fintech,Jeddah,2022,2,Pre-Seed,269,2,1,2,12,Pre-Seed,1,0,0,0.9,10.1,2493,High,0,44.7
E-commerce,Khobar,2019,5,Pre-Seed,310,2,1,3,17,Pre-Seed,0,0,0,0.72,16.6,1291,Medium,1,55.5
Edtech,Dammam,2018,6,Pre-Seed,484,1,2,2,31,Pre-Seed,0,0,1,0.58,10.1,253,High,0,42.2
Real Estate Tech,Riyadh,2014,10,Seed,1203,3,2,3,9,Seed,0,0,0,0.82,28.9,21259,Medium,0,57.3
Real Estate Tech,Riyadh,2016,8,Series A,12223,4,6,3,13,Series A,0,0,0,0.82,46.7,165976,Medium,0,49.6
